CUI1,CUI2
"('Removed', 'C0849355')","('Localized Ewing Sarcoma', 'C0863029')"
"('Classification', 'C0008902')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Manufactured sign', 'C0220913')","('Astrocytoma of brain', 'C3695127')"
"('International Classification of Disease for Oncology', 'C1512892')","('Mucosal Melanoma', 'C3898222')"
"('transmission process', 'C1521797')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Glycation End Products, Advanced', 'C0162574')","('Testicular cancer metastatic', 'C1096715')"
"('SLC6A2 protein, human', 'C1456447')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Tryptophanase', 'C0041260')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('How Much Distress Vomiting', 'C4084766')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('17th century', 'C0681725')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Options', 'C1518601')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Semilunar fold of fauces', 'C0926838')","('Cancer of Urinary Tract', 'C0751571')"
"('biopsy characteristics', 'C0220797')","('Malignant melanoma of eyelid', 'C0339116')"
"('Pharmacotherapy', 'C0013216')","('Female Breast Carcinoma', 'C0007104')"
"('Medullary - body parts', 'C1550278')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Roman Numeral III', 'C0439070')","('Cherubism', 'C0008029')"
"('Shortness of breath:-:Point in time:^Patient:-', 'C2707305')","('sarcoma of spinal cord', 'C1336049')"
"('Absent', 'C0332197')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Malignant Neoplasms', 'C0006826')","('Activated B-cell type diffuse large B-cell lymphoma', 'C1333296')"
"('Pineal gland', 'C0031939')","('Giant cell angiofibroma', 'C1367539')"
"('Epithelium of vagina', 'C0920840')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Classification', 'C0008902')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('shared attribute', 'C1522138')","('Engraftment syndrome', 'C0919746')"
"('Manufactured form', 'C0376315')","('Fibroadenoma of breast', 'C0178421')"
"('Hormone replacement therapy', 'C0282402')","('Benign squamous cell tumor', 'C0474800')"
"('Involvement with', 'C1314939')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Bone Marrow', 'C0005953')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Tumor Suppressor Genes', 'C0079427')","('Childhood Lung Non-Small Cell Carcinoma', 'C3899650')"
"('Well defined', 'C0442825')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Smooth muscle (tissue)', 'C1267092')","('Childhood Lymphoma', 'C1332979')"
"('Event Seriousness - Significant', 'C1546944')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Oral cavity', 'C0226896')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Telencephalon', 'C0039452')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Diagnosis', 'C0011900')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Administration procedure', 'C1533734')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Make - Instruction Imperative', 'C1881534')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Grade', 'C0441800')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Retained', 'C0333118')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Involvement with', 'C1314939')","('Metastatic Malignant Neoplasm in the Sellar Region', 'C4744378')"
"('Fertility Domain', 'C2986895')","('Adenocarcinoma of duodenum', 'C0278804')"
"('200', 'C4319558')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Bothered by Vomiting', 'C4084767')","('Maxillary Sinus Adenoid Cystic Carcinoma', 'C1334643')"
"('3+ Score, WHO', 'C2981702')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Science of Morphology', 'C0700619')","('Hereditary corneal dystrophy', 'C0010035')"
"('Newly Diagnosed Childhood Ependymoma', 'C0796611')","('Fibroadenoma of breast', 'C0178421')"
"('Image Feature', 'C2346469')","('Clinical Stage II HPV-Mediated (p16-Positive) Oropharyngeal Carcinoma AJCC v8', 'C4329674')"
"('Mass, a measure of quantity of matter', 'C1306372')","('Benign tumor of eyelid', 'C0339107')"
"('Affect (mental function)', 'C0001721')","('Fourth Ventricle and Brain Stem Ependymal Tumor', 'C4330007')"
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('65', 'C0450385')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Levels (qualifier value)', 'C0441889')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Firstly', 'C1279901')","('Liver Lymphangioma', 'C3273073')"
"('Vascular', 'C1801960')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Response (statement)', 'C1706817')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Liver', 'C0023884')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Negation', 'C1518422')","('Small Intestinal Villous Adenoma', 'C1710115')"
"('Neuroglia', 'C0027836')","('Temporal Lobe Pleomorphic Xanthoastrocytoma', 'C4744527')"
"('Blink Reflexes', 'C0596003')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('fish - non-drug agent', 'C0452961')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Tonsil', 'C0836921')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Skeletal bone', 'C0262950')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('To', 'C1883351')","('Liver Lymphangioma', 'C3273073')"
"('Present', 'C0150312')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Lung', 'C0024109')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Malignant neoplasm of soft tissue', 'C4551686')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('B-Lymphocytes', 'C0004561')","('Cystadenocarcinoma, Papillary', 'C0206700')"
"('Malignant Neoplasms', 'C0006826')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Smudge cell', 'C0333823')","('Refractory Barrett Esophagus', 'C4763736')"
"('History of tobacco use', 'C0841002')","('Trichilemmocarcinoma', 'C1266009')"
"('Rating (action)', 'C0871208')","('Childhood Lymphoma', 'C1332979')"
"('Natural Killer Cells', 'C0022688')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Lymph', 'C0024202')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Changing', 'C0392747')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Site of', 'C2945843')","('Multiple Endocrine Neoplasia', 'C0027662')"
"('Usual Severity Sweats', 'C4084779')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Wound Healing', 'C0043240')","('Astrocytoma of brain', 'C3695127')"
"('Varies', 'C1548673')","('Astrocytoma of brain', 'C3695127')"
"('Person Name', 'C1547383')","('Small intestine carcinoma', 'C0238196')"
"('Stem of Organ', 'C1186763')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Soluble (qualifier)', 'C1948047')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Extravasation', 'C0015376')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Usual', 'C3538928')","('Testicular cancer metastatic', 'C1096715')"
"('Name (property) (qualifier value)', 'C4522128')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('second (number)', 'C0205436')","('Thyroid carcinoma', 'C0549473')"
"('Both ovaries', 'C0227898')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Polycythemia', 'C0032461')","('Pancreatic carcinoma, familial', 'C2931038')"
"('include - SetOperator', 'C1552866')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('mesodermal', 'C0521459')","('papillary carcinoma of penis', 'C1335322')"
"('Immunoglobulin Heavy Chain Variable Domain', 'C4321381')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('cell growth', 'C0007595')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Point', 'C3714763')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Chest Pain', 'C0008031')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Less Than', 'C0439092')","('Benign squamous cell tumor', 'C0474800')"
"('newly', 'C0750546')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Cystitis, CTCAE 3', 'C1963088')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Lymphoid system structure', 'C1184173')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Percent of Bacteria', 'C2347473')","('Epithelioid Sarcoma NCI Grade 3', 'C1333425')"
"('include - SetOperator', 'C1552866')","('Angiosarcoma of liver', 'C0345907')"
"('Characteristics', 'C1521970')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('algorithm', 'C0002045')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Malignant Neoplasms', 'C0006826')","('Diffuse malignant mesothelioma', 'C0392400')"
"('therapeutic aspects', 'C0039798')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Offspring', 'C0680063')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Used by', 'C1273517')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Chemotherapy, Adjuvant', 'C0085533')","('Recurrent Rhabdomyosarcoma', 'C0278649')"
"('Primary', 'C0205225')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('genetic risk factors', 'C0814299')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('BRCA1 wt Allele', 'C1704743')","('Placental aromatase deficiency', 'C1960540')"
"('Liver and Intrahepatic Biliary Tract Carcinoma', 'C0279000')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Tumor Necrosis Factor Receptor Superfamily Member 8, human', 'C4281803')","('Benign squamous cell tumor', 'C0474800')"
"('With shape', 'C0522512')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('90%', 'C3842582')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Part of', 'C1292711')","('Adult Anaplastic Oligodendroglioma', 'C0280790')"
"('Fever symptoms (finding)', 'C0424755')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Worse', 'C1457868')","('Benign squamous cell tumor', 'C0474800')"
"('Entity', 'C1551338')","('Choroid Epithelioid Cell Melanoma', 'C1333024')"
"('Site of', 'C2945843')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Range', 'C1514721')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Fatigue', 'C0015672')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Fatigue', 'C0015672')","('Testicular cancer metastatic', 'C1096715')"
"('Oral epithelium (specimen)', 'C3687743')","('Carcinoma, Neuroendocrine', 'C0206695')"
"('Body part', 'C0229962')","('Malignant melanoma of eyelid', 'C0339116')"
"('North America', 'C0028405')","('Vaginal Adenoma', 'C1519913')"
"('Descent', 'C0680043')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Often - answer to question', 'C4050225')","('Unicystic ameloblastoma', 'C0457521')"
"('Evidence', 'C3887511')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Decision', 'C0679006')","('Adult Acute Eosinophilic Leukemia', 'C0279630')"
"('Treating', 'C1522326')","('Recurrent Diffuse Intrinsic Pontine Glioma', 'C4526752')"
"('Hiatal Hernia', 'C3489393')","('Uterine Cancer', 'C0153567')"
"('Mechanism Component of Device', 'C1706376')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Used by', 'C1273517')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Gene Cluster Text Format', 'C4084791')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('2+ Score', 'C2827735')","('Leiomyoma of Gallbladder', 'C1333745')"
"('One', 'C0205447')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Glioblastoma Multiforme Pathway', 'C2984291')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Stomach structure', 'C3714551')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Malignant neoplasm of skin', 'C0007114')","('Gallbladder adenoma', 'C0238137')"
"('Pressure (property)', 'C4284008')","('Malignant melanoma of eyelid', 'C0339116')"
"('66', 'C4517841')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Gastroesophageal reflux disease', 'C0017168')","('Basal Cell Ameloblastoma', 'C1511055')"
"('fluid - substance', 'C1704353')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Primary malignant neoplasm', 'C1306459')","('Anaplastic large cell lymphoma, ALK negative', 'C1332078')"
"('Rare', 'C0522498')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Aspects of signs', 'C0220912')","('Lipoma of small intestine', 'C1336001')"
"('Confirmed by', 'C0521093')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Position of phenotypic abnormality', 'C4019252')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Abdominal mass', 'C0000734')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Make - Instruction Imperative', 'C1881534')","('Childhood Lymphoma', 'C1332979')"
"('Teratoma', 'C0039538')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Manufactured form', 'C0376315')","('Stage IV Appendix Neuroendocrine Tumor AJCC v7', 'C2981397')"
"('Cerebrum', 'C0242202')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('therapeutic aspects', 'C0039798')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('2+ Score, WHO', 'C2981700')","('benign mature teratoma of pancreas', 'C2063869')"
"('Primary', 'C0205225')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Testicular mass', 'C0241353')","('Benign squamous cell tumor', 'C0474800')"
"('Type A', 'C4264487')","('Mastocytosis', 'C0024899')"
"('associated disease', 'C0243083')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('Type A', 'C4264487')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('include - SetOperator', 'C1552866')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Raised', 'C0442818')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('Overall', 'C1561607')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Enlargement procedure', 'C1293134')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Physical findings:Finding:Point in time:^Patient:Nominal:Observed', 'C0944980')","('Ichthyosis, X-Linked', 'C0079588')"
"('Age at cancer Dx:Number:Point in time:Cancer.To be specified in another part of the message:Quantitative', 'C0804629')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Reflux', 'C0232483')","('Choroid Necrotic Melanoma', 'C1333026')"
"('NCI CTEP SDC Colorectal Cancer Sub-Category Terminology', 'C3542412')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Three', 'C0205449')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Development', 'C1527148')","('Urethral Carcinoma', 'C0700101')"
"('Mammal liver preparation', 'C3486713')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('Viola tricolor extract', 'C0771636')","('Leptomeningeal sarcoma', 'C1384416')"
"('primary tumor', 'C0677930')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Covered (qualifier value)', 'C0439844')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Incidence Rate', 'C1708485')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Primary', 'C0205225')","('Carcinoma, Neuroendocrine', 'C0206695')"
"('Table Cell Horizontal Align - left', 'C1552822')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Certain (qualifier value)', 'C0205423')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('Radiation Oncologists', 'C1514693')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Lesion', 'C0221198')","(""non-Hodgkin's lymphoma of spleen"", 'C1336071')"
"('Salivary Gland Neoplasms', 'C0036095')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Increased cerebrospinal fluid production', 'C4301965')","('Refractory WHO Grade III Glioma', 'C4727432')"
"('Alcohol consumption', 'C0001948')","('Peripheral primitive neuroectodermal tumor of soft tissue', 'C1112437')"
"('Family (taxonomic)', 'C1704727')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Occurrence Indicator', 'C4284875')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Urine', 'C0042036')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Tobacco smoking behavior', 'C0453996')","('Peripheral primitive neuroectodermal tumor of soft tissue', 'C1112437')"
"('Poliosis', 'C0221262')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Squamous Epithelial Cells', 'C0221910')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Occurrence', 'C2745955')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Seventh', 'C0205441')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('acute', 'C0205178')","('Liver Lymphangioma', 'C3273073')"
"('Speaking (activity)', 'C0234856')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Common (qualifier value)', 'C0205214')","('papillary carcinoma of penis', 'C1335322')"
"('Grade', 'C0441800')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Removing (action)', 'C1883720')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('Brain', 'C0006104')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Manufactured form', 'C0376315')","('Childhood Anaplastic Large Cell Lymphoma', 'C1332942')"
"('Chromosome band', 'C1521913')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Benign Teratoma', 'C1879828')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Greeks', 'C0337806')","('Benign Ovarian Thecoma', 'C1332529')"
"('1000000', 'C1881839')","('Benign neoplasm of thorax', 'C0346440')"
"('Narrowed structure', 'C0332463')","('Liver Lymphangioma', 'C3273073')"
"('A Codes', 'C0919279')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Bone marrow: lymphocytes (finding)', 'C0427708')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('SLC35G1 gene', 'C3469826')","('Nasal cavity carcinoma', 'C1377785')"
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
