CUI1,CUI2
"('Smear - instruction imperative', 'C1947932')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Basis - conceptual entity', 'C1527178')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Type - attribute', 'C0332307')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('N+ (tumor staging)', 'C0441922')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Nausea, CTCAE 5.0', 'C4553767')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('Various patch test substance', 'C0440102')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Nasal sinus', 'C0030471')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Enlarged', 'C0442800')","('Leptomeningeal sarcoma', 'C1384416')"
"('week', 'C0439230')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('radiotherapeutic', 'C0034619')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Nucleotide Excision Repair Pathway', 'C2984260')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Diagnosis Study', 'C1704656')","('Benign tumor of eyelid', 'C0339107')"
"('Primary malignant neoplasm', 'C1306459')","('gliosarcoma', 'C0206726')"
"('Effective', 'C1704419')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Salivary Glands', 'C0036098')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Abdominal hysterectomy', 'C0404077')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Tryptophanase', 'C0041260')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Approximate', 'C0332232')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Genome - anatomical entity', 'C2338314')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Secondary to', 'C0175668')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Early Therapy', 'C3177188')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Developing Countries', 'C0011750')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('shared attribute', 'C1522138')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Oral cavity', 'C0226896')","('Stage IIIA Colorectal Neuroendocrine Tumor AJCC v8', 'C4525739')"
"('Process', 'C1522240')","('papillary carcinoma of penis', 'C1335322')"
"('Calcium Channel Antagonists [MoA]', 'C2757014')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Basis - conceptual entity', 'C1527178')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Cell Lineage', 'C0282637')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('ITGBL1 gene', 'C1416505')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Genitalia', 'C0017420')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Parameterized Data Type - Set', 'C1552652')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Fresh Water', 'C0016710')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Respiration', 'C0035203')","('Stage 0 Lip Carcinoma', 'C0347082')"
"('International Classification of Disease for Oncology', 'C1512892')","('Testicular cancer metastatic', 'C1096715')"
"('Yolk Sac Tumor', 'C0014145')","('Neoplasms, Unknown Primary', 'C0027667')"
"('cure of disease', 'C0679252')","('Giant cell angiofibroma', 'C1367539')"
"('Oral region', 'C0230028')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Tryptophanase', 'C0041260')","('Cerebral hemangioma', 'C0877388')"
"('other medicated shampoos in ATC', 'C3539125')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('Cervical lymph node group', 'C0588054')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Form of uterus', 'C1285976')","('Extracranial Neuroblastoma', 'C1333499')"
"('Biological Response Modifiers', 'C0005525')","('Lipoma of small intestine', 'C1336001')"
"('Following', 'C0332282')","('Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma', 'C0279540')"
"('Vaginal intraepithelial neoplasia', 'C0346208')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Ulceration', 'C3887532')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Surrounding (qualifier value)', 'C1282914')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('More', 'C0205172')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Science of Etiology', 'C1524003')","('Angiosarcoma of liver', 'C0345907')"
"('Neuroectodermal Tumor, Primitive', 'C0206663')","('Localized Ewing Sarcoma', 'C0863029')"
"('Malignant neoplasm of lung', 'C0242379')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Patients', 'C0030705')","('Extracranial Neuroblastoma', 'C1333499')"
"('Often - answer to question', 'C4050225')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Abnormal Cell Count', 'C3811057')","('Cancer of Urinary Tract', 'C0751571')"
"('Sunscreening Agents', 'C0038818')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('Cosmetics', 'C0010164')","('Advanced Lung Carcinoma', 'C4727088')"
"('Intergroup Rhabdomyosarcoma Clinical Group Extent of Disease', 'C4553144')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Call (Instruction)', 'C1947967')","('Malignant neoplasm of choroid', 'C0153630')"
"('Patient need for (contextual qualifier)', 'C0686904')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Associated topography', 'C2945842')","('Vaginal Non-Keratinizing Squamous Cell Carcinoma', 'C1519927')"
"('Metastatic Disease Clinical Trial Setting', 'C4085632')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Air', 'C3536832')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Oils', 'C0028908')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Drop measurement', 'C1321095')","('Cartilaginous exostosis', 'C0029423')"
"('Affect (mental function)', 'C0001721')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Academic degree', 'C0542560')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Medical Imaging', 'C0025086')","('Leiomyoma of Gallbladder', 'C1333745')"
"('Continuous', 'C0549178')","('Ichthyosis, X-Linked', 'C0079588')"
"('Occur (action)', 'C1709305')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Collections (publication)', 'C0600644')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('To', 'C1883351')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('include - SetOperator', 'C1552866')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('ovarian', 'C0205065')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Public Domain', 'C0162592')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('To', 'C1883351')","('Benign tumor of eyelid', 'C0339107')"
"('Feelings', 'C1527305')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Main', 'C1542147')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Geographic Locations', 'C0017446')","('Prostate Lymphoma', 'C1335512')"
"('Third', 'C0205437')","('Adult Brain Stem Mixed Glioma', 'C1377915')"
"('Old', 'C0580836')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Part of', 'C1292711')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Acute leukemia', 'C0085669')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Pharmaceutical Preparations', 'C0013227')","('Cancer of Urinary Tract', 'C0751571')"
"('Magnetic Resonance Imaging', 'C0024485')","('Uterine Cancer', 'C0153567')"
"('Neoplasms', 'C0027651')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Microscopic description', 'C3869660')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Tryptophanase', 'C0041260')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('Right', 'C0205090')","('Larynx carcinoma recurrent', 'C0863183')"
"('Malignancy', 'C4282132')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Rare', 'C0522498')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Concept History', 'C1705255')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Rare', 'C0522498')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Left sided', 'C0443246')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Oral (intended site)', 'C4521986')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Supratentorial', 'C0441938')","('BRCA2 Syndrome', 'C1332443')"
"('Smaller', 'C0547044')","('Stage II Hepatocellular Carcinoma AJCC v8', 'C4528671')"
"('Human papilloma virus infection', 'C0343641')","('Cartilaginous exostosis', 'C0029423')"
"('Death NOS, CTCAE', 'C4552775')","('Ovarian Carcinoid Tumor', 'C1335153')"
"('Induce (action)', 'C0205263')","('sarcoma of spinal cord', 'C1336049')"
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')","('Tonsillar Carcinoma', 'C0558355')"
"('Malignant neoplasm of breast', 'C0006142')","('Breast Ductal Adenoma', 'C1511307')"
"('Acquired Name', 'C3245488')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Primary operation', 'C0439631')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Approach', 'C0449445')","('Undifferentiated Neuroblastoma', 'C1519787')"
"('Skin, Human', 'C4520765')","('Cancer of Urinary Tract', 'C0751571')"
"('Patient Caretaker', 'C4554594')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Symptoms', 'C1457887')","('Benign tumor of eyelid', 'C0339107')"
"('Testis', 'C0039597')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Female Phenotype', 'C1705498')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Back Pain', 'C0004604')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('potential', 'C3245505')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Persons', 'C0027361')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Two', 'C0205448')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Table Cell Vertical Align - middle', 'C1552826')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Adrenal Cancer', 'C0750887')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Diagnosis Study', 'C1704656')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Mental association', 'C0004083')","('Uterine Cancer', 'C0153567')"
"('Woman', 'C0043210')","('Localized Askin Tumor', 'C1321778')"
"('NCI CTEP SDC Uterine Cancer Sub-Category Terminology', 'C3542435')","('Spongiotic dermatitis', 'C0262984')"
"('80%', 'C3842583')","('Breast Ductal Adenoma', 'C1511307')"
"('Biomaterial Treatment', 'C1705169')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Greater', 'C1704243')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Manufactured sign', 'C0220913')","('Breast Ductal Adenoma', 'C1511307')"
"('Measurement', 'C0242485')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Togo', 'C0040363')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Surgical Replantation', 'C0035139')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Polypeptide Hormones', 'C0312439')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Time', 'C0040223')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Skin', 'C1123023')","('Liver Lymphangioma', 'C3273073')"
"('Approximate', 'C0332232')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Neurofibromatosis 1', 'C0027831')","('Testicular cancer metastatic', 'C1096715')"
"('Ability', 'C0085732')","('Metastatic Kidney Carcinoma', 'C4745248')"
"('geographic population', 'C0032659')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Surrounding (qualifier value)', 'C1282914')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Body tissue', 'C0040300')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Diagnosis', 'C0011900')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Linear', 'C0205132')","('Mucinous neoplasm', 'C1334811')"
"('Biopsy', 'C0005558')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('1+ Score, WHO', 'C2981698')","('Heavy Chain Deposition Disease', 'C1333947')"
"('International Classification of Diseases', 'C0870733')","('Cancer of Urinary Tract', 'C0751571')"
"('PSA Level Greater than Fifty', 'C4084918')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Excision', 'C0728940')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Low Mitosis-Karyorrhexis Index', 'C3890211')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Localized', 'C0392752')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('described', 'C1552738')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Lymphoid Tissue', 'C0024296')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Pancreas', 'C0030274')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Gender Status - Intact', 'C1554187')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('LYMPHOID Cancers', 'C0746336')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('Treating', 'C1522326')","('Intracortical osteosarcoma', 'C1266166')"
"('Cerebrum', 'C0242202')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Recurrent Uveal Melanoma', 'C0278870')"
"('risk factors - observation list', 'C1553898')","('Leptomeningeal sarcoma', 'C1384416')"
"('Carcinoma, Small Cell', 'C0262584')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Often - answer to question', 'C4050225')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Thymic epithelial tumor', 'C1266101')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('% of total', 'C0439175')","('Papillary cystic tumor', 'C0334357')"
"('Asians', 'C0078988')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Point', 'C3714763')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Traumatic injury', 'C3263723')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Myasthenia Gravis', 'C0026896')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('sex', 'C1522384')","('Placental aromatase deficiency', 'C1960540')"
"('Weather', 'C0043085')","('Recurrent Diffuse Intrinsic Pontine Glioma', 'C4526752')"
"('Testing', 'C0039593')","('Benign Apocrine Neoplasm', 'C1332473')"
"('gastrointestinal', 'C0521362')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Usually', 'C3888388')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Poor function', 'C4699164')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Hepatitis C Virus Infection', 'C4288963')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Widening', 'C0332464')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Type A', 'C4264487')","('Cartilaginous exostosis', 'C0029423')"
"('Up', 'C0547043')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Melanocytic nevus of skin', 'C3665593')","('Cancer of Urinary Tract', 'C0751571')"
"('Skin, Human', 'C4520765')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Increasing', 'C0442808')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Family history', 'C0241889')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Brain Neoplasms', 'C0006118')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('brain cell', 'C0596208')","('BRCA2 Syndrome', 'C1332443')"
"('Vision', 'C0042789')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Histamine Antagonists', 'C0019590')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Give - dosing instruction imperative', 'C1947971')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Antidepressant Measurement', 'C2698157')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Distal (qualifier value)', 'C0205108')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('THM gene', 'C1420725')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Base - General Qualifier', 'C1705938')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('Genitalia', 'C0017420')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('83', 'C4517888')","('Spongiotic dermatitis', 'C0262984')"
"('Chemotherapy, Adjuvant', 'C0085533')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Internal medicine specialty', 'C0021782')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Study Site', 'C2825164')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Tryptophanase', 'C0041260')","('Blepharal carcinoma', 'C0920196')"
"('Variety (taxon)', 'C1883525')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Specialized Stand Alone Plan - Vision', 'C4085584')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Then', 'C1883708')","('Childhood Lymphoma', 'C1332979')"
"('Lymphocyte component of blood', 'C4018897')","('Mucinous neoplasm', 'C1334811')"
"('Cessation of life', 'C0011065')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('Singular', 'C0205171')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Pain', 'C0030193')","('Cancer of Urinary Tract', 'C0751571')"
"('Cell Count', 'C0007584')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Rate', 'C1521828')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Papillomavirus', 'C0030358')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Smear - instruction imperative', 'C1947932')","('Grade 1 Clear Cell Renal Cell Carcinoma', 'C1333829')"
"('Population Group', 'C1257890')","('Stage IV Penile Cancer AJCC v7', 'C2987499')"
"('IgY', 'C0063355')","(""non-Hodgkin's lymphoma of spleen"", 'C1336071')"
"('treatment - ActInformationManagementReason', 'C3887704')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Progress', 'C1280477')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Areas <moth>', 'C4319729')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Including (qualifier)', 'C0332257')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Column (anatomic)', 'C1185738')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
