CUI1,CUI2
"('Connective Tissue', 'C0009780')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Only - dosing instruction fragment', 'C1720467')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Togo', 'C0040363')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Approximate', 'C0332232')","('Cervical Warty Carcinoma', 'C1516436')"
"('Numbers', 'C0237753')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Type - attribute', 'C0332307')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Definition', 'C1704788')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Insulin', 'C0021641')","('insulinoma', 'C0021670')"
"('Sporadically', 'C3843639')","('Anaplastic Oligodendroglioma', 'C0280790')"
"('Scientific Publication', 'C1704324')","('Cystadenofibroma', 'C0334317')"
"('Problems - What subject filter', 'C1546466')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Present', 'C0150312')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Changing', 'C0392747')","('Childhood Gliosarcoma', 'C3899658')"
"('Histology', 'C0019638')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Personal appearance', 'C0233426')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('International Statistical Classification of Diseases and Related Health Problems, Tenth Revision (ICD-10)', 'C1137110')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Neoadjuvant Therapy Clinical Trial Setting', 'C4086621')","('Metastatic Lung Small Cell Carcinoma', 'C4744563')"
"('Others - Allergy', 'C1955473')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Involvement with', 'C1314939')","('Childhood Brain Glioblastoma', 'C4554065')"
"('Pancreatic Cancer Pathway', 'C2984259')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Insulin [EPC]', 'C1579433')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Equus asinus', 'C0324145')","('Adenoma, Sweat Gland', 'C0019522')"
"('To', 'C1883351')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Medical Imaging', 'C0025086')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Adult', 'C0001675')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('*Type - Kind of quantity', 'C1547052')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Contain (action)', 'C2700400')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('brain cell', 'C0596208')","('gliosarcoma', 'C0206726')"
"('Changed status', 'C0443172')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('Spreading (qualifier value)', 'C0332261')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Cells', 'C0007634')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Call (Instruction)', 'C1947967')","('Ampulla of Vater Somatostatin-Producing Neuroendocrine Tumor', 'C3272484')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Encapsulated Variant Thyroid Gland Papillary Carcinoma', 'C4744519')"
"('Present', 'C0150312')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Widening', 'C0332464')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Fourth', 'C0205438')","('Carcinosarcoma of ovary', 'C0392998')"
"('Science of Etiology', 'C1524003')","('Childhood Gliosarcoma', 'C3899658')"
"('Post Device', 'C1704687')","('Lung Small Cell Carcinoma by AJCC v7 Stage', 'C4526735')"
"('Internal', 'C0205102')","('Childhood Lung Small Cell Carcinoma', 'C3899641')"
"('True primary (qualifier value)', 'C0439612')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Nausea', 'C0027497')","('Neural Glioblastoma', 'C3828832')"
"('Act Mood - intent', 'C1550453')","('combined small cell carcinoma of lung', 'C1333125')"
"('High', 'C0205250')","('Cervical Warty Carcinoma', 'C1516436')"
"('shared attribute', 'C1522138')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Chemotherapy Regimen', 'C0392920')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Occur (action)', 'C1709305')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Specific qualifier value', 'C0205369')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Offspring', 'C0680063')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Formation', 'C1522492')","('Vaginal Warty Carcinoma', 'C1519937')"
"('Cerebrum', 'C0242202')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Primary malignant neoplasm', 'C1306459')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Cholelithiasis', 'C0008350')","('Somatostatinoma', 'C0037661')"
"('Smoking', 'C0037369')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Primary malignant neoplasm', 'C1306459')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('FAT1 wt Allele', 'C1708004')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Half', 'C2825407')","('Refractory Cytopenia of Childhood', 'C2826323')"
"('Type - attribute', 'C0332307')","('Childhood Gliosarcoma', 'C3899658')"
"('Account number:Identifier:Point in time:^Patient:Nominal', 'C2741673')","('Platinum-Sensitive Lung Small Cell Carcinoma', 'C4764256')"
"('Fused structure', 'C0332466')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Adult Anaplastic Astrocytoma', 'C0280483')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Name (property) (qualifier value)', 'C4522128')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Domain (area of knowledge)', 'C1880389')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Near', 'C1706276')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('Rare', 'C0522498')","('gliosarcoma', 'C0206726')"
"('Body structure', 'C1268086')","('Duodenal Somatostatin-Producing Neuroendocrine Tumor', 'C1333320')"
"('Activities', 'C0441655')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('Hormone replacement therapy', 'C0282402')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Adult human body', 'C4082212')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('metastatic qualifier', 'C1522484')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Tryptophanase', 'C0041260')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('status - In progress', 'C1272688')","('Brain Stem Glioblastoma', 'C1332610')"
"('Immunotherapy', 'C0021083')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Fused structure', 'C0332466')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Logical Condition', 'C1705253')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Encounter', 'C1947978')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Inhibitor', 'C1999216')","('Recurrent Pancreatic Neuroendocrine Carcinoma', 'C3897732')"
"('Primary malignant neoplasm', 'C1306459')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Linear', 'C0205132')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Intestines', 'C0021853')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Goes <invertebrate>', 'C1947959')","('Childhood Gliosarcoma', 'C3899658')"
"('Class', 'C0456387')","('combined small cell carcinoma of lung', 'C1333125')"
"('Mechanism (attribute)', 'C0441712')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Mixture', 'C0439962')","('Carcinosarcoma of ovary', 'C0392998')"
"('Occurrence', 'C2745955')","('Advanced Small Intestinal Small Cell Neuroendocrine Carcinoma', 'C4744989')"
"('Cystadenoma, Serous', 'C0206709')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Stomach', 'C0038351')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Neoplasms', 'C0027651')","('Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma', 'C4744990')"
"('Cure (remedy)', 'C1880198')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Referring', 'C0205543')","('Spindle Cell Variant Thyroid Gland Papillary Carcinoma', 'C4744530')"
"('Malignant Fibrous Histiocytoma', 'C0334463')","('Carcinosarcoma of ovary', 'C0392998')"
"('SUPPLY, NOT OTHERWISE SPECIFIED', 'C1314650')","('Epithelioid glioblastoma', 'C4289580')"
"('Abnormal cell', 'C0333717')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('More', 'C0205172')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Approximate', 'C0332232')","('Glucagonoma', 'C0017689')"
"('Sample Range', 'C2348147')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('Direct type of relationship', 'C0439851')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('European Medicines Agency', 'C4553329')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('aggressive cancer', 'C2945759')","('Brain Stem Glioblastoma', 'C1332610')"
"('Physical shape', 'C0700329')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Severe (severity modifier)', 'C0205082')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Treating', 'C1522326')","('Advanced Gastric Large Cell Neuroendocrine Carcinoma', 'C4744985')"
"('Add - instruction imperative', 'C1883712')","('Adult Gliosarcoma', 'C1541317')"
"('Cytologic', 'C0205471')","('Combined Lung Large Cell Neuroendocrine Carcinoma', 'C1333122')"
"('status - In progress', 'C1272688')","('Mesenchymal Glioblastoma', 'C3829122')"
"('therapeutic aspects', 'C0039798')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('<90', 'C0439087')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Only - dosing instruction fragment', 'C1720467')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Apocrine sweat gland structure', 'C0930083')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('80%', 'C3842583')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('common types', 'C3242448')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Removed', 'C0849355')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Malignant neoplasm of soft tissue', 'C4551686')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('shared attribute', 'C1522138')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Childhood Leukemia', 'C1332977')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('AMACR wt Allele', 'C1706779')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Midline (qualifier value)', 'C0549183')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Probable diagnosis', 'C0332148')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('early detection of cervical cancer', 'C0281187')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('World Health Organization', 'C0043237')","('Adult Grade III Lymphomatoid Granulomatosis', 'C1541468')"
"('Beginning', 'C0439659')","('Metastatic Extraskeletal Myxoid Chondrosarcoma', 'C1708996')"
"('Object Class', 'C1518526')","('Small cell carcinoma of lung', 'C0149925')"
"('Tryptophanase', 'C0041260')","('insulinoma', 'C0021670')"
"('Routine Contract', 'C1705564')","('Glucagonoma', 'C0017689')"
"('Digestive function test', 'C0430150')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Disease', 'C0012634')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('Base of the Brain', 'C1511067')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Morning', 'C0332170')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Frequently', 'C0332183')","('Advanced Gastric Large Cell Neuroendocrine Carcinoma', 'C4744985')"
"('Hormone (disposition)', 'C4521914')","('Glucagonoma', 'C0017689')"
"('Retinoic Acid Response Element', 'C1514917')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('include - SetOperator', 'C1552866')","('verrucous carcinoma of bladder', 'C1511208')"
"('Comparison', 'C1707455')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Part of', 'C1292711')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('Young', 'C0332239')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Precision - second', 'C1561503')","('Carcinosarcoma of ovary', 'C0392998')"
"('GUCY2C wt Allele', 'C4084890')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Cerebral hemisphere structure (body structure)', 'C0228174')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Uterus', 'C0042149')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Well', 'C3146287')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('diagnostic image', 'C1551337')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Etiology aspects', 'C0015127')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Malignant neoplasm of soft tissue', 'C4551686')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('20%', 'C3842589')","('Papillary serous cystadenocarcinoma', 'C0206701')"
"('therapeutic aspects', 'C0039798')","('Vulvar Warty Carcinoma', 'C1520102')"
"('Family illness', 'C0344339')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Animal raised for meat production', 'C1561493')","('Common wart', 'C0043037')"
"('Treating', 'C1522326')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('epithelial', 'C0221908')","('combined small cell carcinoma of lung', 'C1333125')"
"('Human body structure', 'C0460148')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Posterior Portion of the Urethra', 'C1882430')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('seen', 'C0205397')","('Spindle Cell Variant Thyroid Gland Papillary Carcinoma', 'C4744530')"
"('Adult Anaplastic Astrocytoma', 'C0280483')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Sequence Data Type', 'C3272378')","('Cystadenofibroma', 'C0334317')"
"('Literature', 'C0023866')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Lacking', 'C0332268')","('Papillary serous cystadenocarcinoma', 'C0206701')"
"('Cell (compartment)', 'C1948049')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Headache, CTCAE', 'C4553197')","('Childhood Brain Stem Gliosarcoma', 'C3887517')"
"('Pancreas', 'C0030274')","('Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma', 'C4744990')"
"('A Medium Amount of Time', 'C4522282')","('Epithelioid glioblastoma', 'C4289580')"
"('More', 'C0205172')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('eTMF Content Model Code', 'C3889831')","('Cystadenofibroma', 'C0334317')"
"('Wound Healing', 'C0043240')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('Beginning', 'C0439659')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Epithelial Cells', 'C0014597')","('Childhood Lung Small Cell Carcinoma', 'C3899641')"
"('Histopathologic Grade', 'C0919553')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Medical service', 'C0199168')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('include - SetOperator', 'C1552866')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Somatostatinoma, malignant', 'C1266015')","('Somatostatinoma', 'C0037661')"
"('Childhood Leukemia', 'C1332977')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Tissue Specimen Code', 'C1547928')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('Gastrointestinal tract structure', 'C0017189')","('verrucous carcinoma of bladder', 'C1511208')"
"('Overall', 'C1561607')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Connect', 'C2986575')","('Clear Cell Variant Thyroid Gland Papillary Carcinoma', 'C1707410')"
"('Involvement with', 'C1314939')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('regional', 'C0205147')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('seen', 'C0205397')","('Carcinosarcoma of ovary', 'C0392998')"
"('Blood', 'C0005767')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Clinical Item', 'C4554251')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Asthma Control Test Questionnaire', 'C4048375')","('insulinoma', 'C0021670')"
"('Chemicals', 'C0220806')","('Epithelioid glioblastoma', 'C4289580')"
"('Mixed (qualifier value)', 'C0205430')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('Pilocytic Astrocytoma', 'C0334583')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Household composition', 'C0595998')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Architecture', 'C0003737')","('large cell neuroendocrine carcinoma of lung', 'C1334363')"
"('Malignant Cell Count', 'C2698007')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Patient Visit', 'C1512346')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('described', 'C1552738')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Malignant Neoplasms', 'C0006826')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('85', 'C4517892')","('Columnar Cell Variant Thyroid Gland Papillary Carcinoma', 'C1333120')"
"('Communicable Diseases', 'C0009450')","('Common wart', 'C0043037')"
"('Personal appearance', 'C0233426')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Cells', 'C0007634')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('preference', 'C0558295')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Reaction', 'C0443286')","('Carcinosarcoma of ovary', 'C0392998')"
"('Occur (action)', 'C1709305')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('CA-125 Antigen', 'C0006610')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Removed', 'C0849355')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('Valid', 'C2349099')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Mechanism (attribute)', 'C0441712')","('Adenoma, Sweat Gland', 'C0019522')"
"('0%', 'C3842591')","('Recurrent Anaplastic Astrocytoma', 'C3897762')"
"('Work', 'C0043227')","('Common wart', 'C0043037')"
"('Grade IV Childhood Astrocytic Neoplasm', 'C4551547')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Options', 'C1518601')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Discharge, body substance', 'C2926602')","('Warty Carcinoma of the Penis', 'C1337009')"
"('Medications:-:Point in time:^Patient:-', 'C2598133')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
