CUI1,CUI2
"('CD69 wt Allele', 'C3540471')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Organ', 'C0178784')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Risk', 'C0035647')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Participation Type - origin', 'C1550512')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Pharmacotherapy', 'C0013216')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Group A (blood group)', 'C4522145')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('In Blood', 'C0005768')","('Cancer of Urinary Tract', 'C0751571')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Include (action)', 'C2700399')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Development', 'C1527148')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Type - attribute', 'C0332307')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('Source', 'C0449416')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Relationships', 'C0439849')","('BRCA2 Syndrome', 'C1332443')"
"('Abnormal', 'C0205161')","('Spongiotic dermatitis', 'C0262984')"
"('Part of', 'C1292711')","('Leiomyoma of Gallbladder', 'C1333745')"
"('Index', 'C0918012')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Benign', 'C0205183')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('Direct (qualifier)', 'C1947931')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Secretory Vesicles', 'C0886515')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Increased erythropoietin', 'C3552737')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Urinary Bladder', 'C0005682')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Classification', 'C0008902')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('Decision', 'C0679006')","('Larynx carcinoma recurrent', 'C0863183')"
"('FAMILIAL ADENOMATOUS POLYPOSIS, ATTENUATED (disorder)', 'C2674616')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('*Type - Kind of quantity', 'C1547052')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Both kidneys', 'C0227665')","('Sarcomatoid Renal Cell Carcinoma', 'C1266043')"
"('Term Birth', 'C0233324')","('Neonatal leukemia', 'C0235813')"
"('day', 'C0439228')","('Cancer of Urinary Tract', 'C0751571')"
"('Appearance', 'C0700364')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Previous', 'C0205156')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Cure (remedy)', 'C1880198')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Two', 'C0205448')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Occurrence Indicator', 'C4284875')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Characterization', 'C1880022')","('Adult Fibrolamellar Carcinoma', 'C3900102')"
"('Dyspareunia', 'C1384606')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Cell Count', 'C0007584')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Lifestyle changes', 'C0870811')","('Refractory Barrett Esophagus', 'C4763736')"
"('Beginning', 'C0439659')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Togo', 'C0040363')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Frequently', 'C0332183')","('Malignant melanoma of eyelid', 'C0339116')"
"('Cover (physical object)', 'C3888055')","('Malignant Neoplasm of Lung - Multiple Primary Sites', 'C4528576')"
"('Lower - spatial qualifier', 'C0441994')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Total thymectomy', 'C2945605')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Healthy', 'C3898900')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Manifestation of', 'C1280464')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Tears body substance', 'C0039409')","('Blepharal carcinoma', 'C0920196')"
"('Main', 'C1542147')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('PCYT1A wt Allele', 'C3540513')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('First sign', 'C0449990')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('PELVIS irradiation', 'C0747411')","('Uterine Cancer', 'C0153567')"
"('seen', 'C0205397')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Basis - conceptual entity', 'C1527178')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Derived value', 'C3245521')","('benign mature teratoma of pancreas', 'C2063869')"
"('In situ', 'C0444498')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Dog family', 'C1280551')","('Angiosarcoma of liver', 'C0345907')"
"('Limited stage (cancer stage)', 'C1517886')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Muscle Tissue', 'C0026845')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Biomaterial Treatment', 'C1705169')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Adjacent', 'C0205117')","('Cartilaginous exostosis', 'C0029423')"
"('peripheral blood', 'C0229664')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Body structure', 'C1268086')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Two', 'C0205448')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Smoking', 'C0037369')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Body part', 'C0229962')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Often - answer to question', 'C4050225')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('gastrointestinal gas', 'C0596601')","('Angiosarcoma of liver', 'C0345907')"
"('Malignant neoplasm of pancreas', 'C0346647')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('include - SetOperator', 'C1552866')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Brain Neoplasms', 'C0006118')","('Malignant neoplasm of thalamus', 'C0346902')"
"('PREVENT (product)', 'C0309872')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Mucosa-Associated Lymphoid Tissue Lymphoma', 'C0242647')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Mathematical Factor', 'C2827422')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Swollen Lymph Node', 'C4282165')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('cell growth', 'C0007595')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Volume Measurement', 'C2700258')","('Larynx carcinoma recurrent', 'C0863183')"
"('Malignant tumor of cervix', 'C0007847')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Before', 'C0332152')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('3+ Score, WHO', 'C2981702')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Assisted (qualifier value)', 'C1269765')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Negation', 'C1518422')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Pediculus (eukaryote)', 'C0030760')","('Contact dermatitis due to alkali', 'C0263266')"
"('Symptoms', 'C1457887')","('Uterine Cancer', 'C0153567')"
"('pharmacotherapeutic', 'C0013217')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Biopsy', 'C0005558')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Mathematical Operator', 'C1705273')","('BRCA2 Syndrome', 'C1332443')"
"('Most', 'C0205393')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Togo', 'C0040363')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Additional', 'C1524062')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Physical findings', 'C0311392')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('common procedures', 'C0695341')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Object Attribute', 'C1882133')","('Refractory Barrett Esophagus', 'C4763736')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('VIPR1 wt Allele', 'C1710602')","('Malignant Neoplasm of Lung - Multiple Primary Sites', 'C4528576')"
"('Males', 'C0086582')","('gliosarcoma', 'C0206726')"
"('depend', 'C0725813')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Life threatening - Event Consequence', 'C1546953')","('Female Breast Carcinoma', 'C0007104')"
"('Science of Etiology', 'C1524003')","('Malignant melanoma of eyelid', 'C0339116')"
"('Neoadjuvant Therapy Clinical Trial Setting', 'C4086621')","('Lung squamous cell carcinoma stage I', 'C0854991')"
"('300', 'C4319604')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Family illness', 'C0344339')","('Uterine Cancer', 'C0153567')"
"('Chemotherapy Regimen', 'C0392920')","('Uterine Cancer', 'C0153567')"
"('Pain, CTCAE', 'C4553004')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Feelings', 'C1527305')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Recurrence', 'C0034897')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Togo', 'C0040363')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Retinoic Acid Response Element', 'C1514917')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('survive', 'C0310255')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Skin', 'C1123023')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Poles', 'C0337815')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Kind of quantity - Taste', 'C1547046')","('Refractory Barrett Esophagus', 'C4763736')"
"('described', 'C1552738')","('BRCA2 Syndrome', 'C1332443')"
"('Pregnancy', 'C0032961')","('Refractory Barrett Esophagus', 'C4763736')"
"('Diagnosis Study', 'C1704656')","('Refractory Barrett Esophagus', 'C4763736')"
"('Therapeutic radiology procedure', 'C1522449')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Accepted', 'C1272684')","('Localized Askin Tumor', 'C1321778')"
"('Known', 'C0205309')","('adenosquamous carcinoma of breast', 'C1510796')"
"('10%', 'C3842590')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Desmoplastic fibroma', 'C0206645')","('Giant cell angiofibroma', 'C1367539')"
"('Females', 'C0086287')","('Giant cell angiofibroma', 'C1367539')"
"('Changing', 'C0392747')","('Testicular cancer metastatic', 'C1096715')"
"('Surgical reduction', 'C4551656')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Lymphoma, Follicular', 'C0024301')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Chest Pain', 'C0008031')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Taxonomic', 'C0008903')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Case unit dose', 'C1533148')","('Uterine Cancer', 'C0153567')"
"('Science of Etiology', 'C1524003')","('Localized Askin Tumor', 'C1321778')"
"('Aggressive Non-Hodgkin Lymphoma', 'C1332225')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Fever', 'C0015967')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('How Much Distress Weight Loss', 'C4084777')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Invasive Ductal Breast Carcinoma', 'C1134719')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Back Pain, CTCAE 3.0', 'C1963071')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Classification of information', 'C0678229')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Tissue of urinary bladder', 'C1282131')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Initial Usage', 'C1705685')","('Testicular cancer metastatic', 'C1096715')"
"('Percent of Abnormal Cells', 'C2347472')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Giant Cell Fibroblastoma', 'C3693482')","('Giant cell angiofibroma', 'C1367539')"
"('Including (qualifier)', 'C0332257')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Including (qualifier)', 'C0332257')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('use of ultrasonography', 'C0175676')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('seen', 'C0205397')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Inhibition', 'C3463820')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('regional', 'C0205147')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Make - Instruction Imperative', 'C1881534')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('High Mitosis-Karyorrhexis Index', 'C3889660')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Breast', 'C0006141')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Killing', 'C0162388')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('trauma qualifier', 'C1510467')","('Giant cell angiofibroma', 'C1367539')"
"('Mode of inheritance', 'C1708511')","('Ichthyoses', 'C0020757')"
"('Australia', 'C0004340')","('Malignant melanoma of eyelid', 'C0339116')"
"('Online Mendelian Inheritance In Man', 'C0950133')","('benign mature teratoma of pancreas', 'C2063869')"
"('site-specific telomere resolvase activity', 'C1622890')","('Intestinal Neuroendocrine Carcinoma', 'C3272530')"
"('Surgical aspects', 'C0038895')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Persons', 'C0027361')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Poor - qualifier', 'C2700379')","('Refractory Barrett Esophagus', 'C4763736')"
"('Secondary Neoplasm', 'C2939419')","('gliosarcoma', 'C0206726')"
"('error', 'C0743559')","('BRCA2 Syndrome', 'C1332443')"
"('Common (qualifier value)', 'C0205214')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Adult human body', 'C4082212')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Location of Pharyngeal Residue Following Swallowing', 'C4284930')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Treatment Epoch', 'C3538994')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Stem of plant', 'C0242767')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Free (available (qualifier))', 'C1996904')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Autosomal dominant inheritance', 'C0443147')","('benign mature teratoma of pancreas', 'C2063869')"
"('Irregular', 'C0205271')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Aim (idea)', 'C1947946')","('Ichthyosis, X-Linked', 'C0079588')"
"('Cure (remedy)', 'C1880198')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Diagnosis', 'C0011900')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Common (qualifier value)', 'C0205214')","('Diffuse malignant mesothelioma', 'C0392400')"
"('high - ActExposureLevelCode', 'C3887512')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Blood Products Laboratory Testing', 'C3831328')","('Benign neoplasm of thorax', 'C0346440')"
"('photoreactivating enzyme activity', 'C2257086')","('Lung squamous cell carcinoma stage I', 'C0854991')"
"('Concept Attribute', 'C0449234')","('Refractory Barrett Esophagus', 'C4763736')"
"('Administration procedure', 'C1533734')","('Cancer of Urinary Tract', 'C0751571')"
"('alone - group size', 'C0679994')","('Cancer of Urinary Tract', 'C0751571')"
"('Death Related to Adverse Event', 'C1705232')","('Angiosarcoma of liver', 'C0345907')"
"('Reciprocal translocation', 'C0333714')","('Localized Askin Tumor', 'C1321778')"
"('Screening procedure', 'C0220908')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Growth action', 'C2911660')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Age', 'C0001779')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Adenomatous Polyposis Coli', 'C0032580')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Exposure to', 'C0332157')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Stop brand of fluoride', 'C0723457')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Chemotherapy', 'C3665472')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Exogenous Factors', 'C1516998')","('Spongiotic dermatitis', 'C0262984')"
"('Inferior', 'C0542339')","('Childhood Cerebellar Neoplasm', 'C1332959')"
"('Coating (film)', 'C1522408')","('Diffuse malignant mesothelioma', 'C0392400')"
"('New Zealand', 'C0027978')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Device system', 'C3888058')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Supernumerary', 'C1883702')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Count of entities', 'C0449788')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Include (action)', 'C2700399')","('Localized Askin Tumor', 'C1321778')"
"('Surface', 'C0205148')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Array Feature', 'C1706388')","('benign mature teratoma of pancreas', 'C2063869')"
"('Genus Homo', 'C1300203')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Basis - conceptual entity', 'C1527178')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Illness (finding)', 'C0221423')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('International Classification of Disease, Ninth Revision', 'C2346503')","('Familial Hemophagocytic Lymphocytosis', 'C0272199')"
"('Malignant - descriptor', 'C0205282')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('shared attribute', 'C1522138')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('shared attribute', 'C1522138')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Over (spatial)', 'C0205136')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Infrequent', 'C0521114')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Estrogens', 'C0014939')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Sweating', 'C0038990')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Beginning', 'C0439659')","('Localized Askin Tumor', 'C1321778')"
"('System (unit of presentation)', 'C4318427')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
