CUI1,CUI2
"('Unexplained weight loss', 'C1828173')",Serous Adenocarcinoma Cell
"('Clearance [PK]', 'C2825073')",Osteoclast-Like Giant Cell
"('Abnormal', 'C0205161')",Neoplastic Plasma Cell
"('Cell secretion', 'C1327616')",Mucin-Producing Malignant Epithelial Cell
"('Negative - answer', 'C3853545')",Neoplastic Melanocyte
"('Ependymal cell', 'C0228092')",Neoplastic Oligodendrocyte
"('Sharing (Social Behavior)', 'C0237876')",Keratinizing Malignant Squamous Cell
"('Necrotic changes (finding)', 'C1334928')",Malignant Lipocyte
"('Known', 'C0205309')",Malignant Epithelial Spindle Cell
"('Precipitating Factors', 'C0032930')",Foam Cells
"('Bounded by', 'C0332297')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Togo', 'C0040363')",Malignant Hyperchromatic Epithelial Cell
"('Lymphoid Tissue', 'C0024296')",Centrocyte-Like Cell
"('High Level', 'C4321237')",Epithelioid Endothelial Cell
"('Primary malignant neoplasm', 'C1306459')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Adult Lymphoma', 'C1332206')",Neoplastic Lipoblast
"('Present', 'C0150312')",Neoplastic Myeloid Cell
"('Cells', 'C0007634')",Neoplastic Smooth Muscle Cell
"('Positive Finding', 'C1514241')",Malignant Epithelial Cell
"('status - In progress', 'C1272688')",Neoplastic Muscle Cell
"('Involvement with', 'C1314939')",Neoplastic Lymphocyte
"('Glycoproteins', 'C0017968')",Neoplastic Fibroblast-Like Cell
"('Make - Instruction Imperative', 'C1881534')",Neoplastic Schwann Cell
"('Uncertainty', 'C0087130')",Malignant Epithelioid Cell
"('gastrointestinal', 'C0521362')",Centrocyte-Like Cell
"('posterior lateral line system development', 'C1820339')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Qualitative form', 'C0348078')",Neoplastic Cell
"('biology (field)', 'C0005532')",Malignant Primitive Germ Cell
"('Lymphoma, Non-Hodgkin', 'C0024305')",Centrocyte-Like Cell
"('Appearance', 'C0700364')",Neoplastic Eosinophilic Precursor
"('Characteristics', 'C1521970')",Neoplastic Eosinophilic Precursor
"('New', 'C0205314')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Variety (taxon)', 'C1883525')",Primitive Mesenchymal Cell
"('To', 'C1883351')",Serous Adenocarcinoma Cell
"('Publications', 'C0034036')",Neoplastic Neuroendocrine Polygonal Cell
"('Sometimes', 'C1998882')",Adenocarcinoma Cell
"('Adult Soft Tissue Sarcoma', 'C0220613')",Epithelioid Endothelial Cell
"('Associated with', 'C0332281')",Neoplastic Skeletal Muscle Cell
"('bony process', 'C1184743')",Neoplastic Promonocyte
"('Infectious Disease Pathway', 'C3714515')",Neoplastic Hematopoietic and Lymphoid Cell
"('Term (temporal)', 'C1515273')",Malignant Connective and Soft Tissue Cell
"('United States Military Commissioned Officer O10', 'C4521767')",Malignant Eccrine Cell
"('More', 'C0205172')",Giant Cells
"('Adenocarcinoma', 'C0001418')",Neoplastic Lipocyte
"('search - EntityNameUse', 'C1552603')",Neoplastic Astrocyte
"('Cell Device', 'C1704653')",Neoplastic Multinucleated Giant Cell
"('To', 'C1883351')",Malignant Goblet-Like Mucous Cell
"('Auer rod', 'C4316798')",Hypergranular Promyelocyte
"('*Type - Kind of quantity', 'C1547052')",Melanoma Cell
"('Carcinoma', 'C0007097')",Malignant Spindle-Shaped to Round Cell
"('Progress', 'C1280477')",Neoplastic Epithelial Clear Cell
"('Adrenal Glands', 'C0001625')",Neoplastic Parathyroid Gland Cell
"('Gamma-Glutamyl Hydrolase, human', 'C4082489')",Neoplastic Melanocyte
"('Abdomen', 'C0000726')",Serous Adenocarcinoma Cell
"('Materials', 'C0520510')",Neoplastic Ganglion Cell
"('Certain (qualifier value)', 'C0205423')",Malignant Syncytiotrophoblastic Giant Cell
"('Characteristics', 'C1521970')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Tissue Specimen Code', 'C1547928')",Malignant Endocrine Cell
"('Time', 'C0040223')",Malignant Hyperchromatic Epithelial Cell
"('Complication', 'C0009566')",Malignant Hyperchromatic Small Epithelial Cell
"('Expression procedure', 'C0185117')",Neoplastic Stromal Cell
"('Binding (Molecular Function)', 'C1167622')",Neoplastic Fibroblast-Like Cell
"('Component object', 'C0449432')",Neoplastic Smooth Muscle Cell
"('Patient Reported Outcome Stem', 'C4553151')",Neoplastic Small Sex Cord-Stromal Cell
"('Lung', 'C0024109')",Neoplastic Multinucleated Giant Cell
"('Most', 'C0205393')",Malignant Mesothelial Cell
"('Morphology', 'C0332437')",Neoplastic Neuroendocrine Polygonal Cell
"('Ability', 'C0085732')",Malignant Lipocyte
"('United States', 'C0041703')",Spindle B Melanoma Cell
"('supply aspects', 'C0243163')",Neoplastic Glial Cell
"('Known', 'C0205309')",Malignant Cell with Eosinophilic Cytoplasm
"('neuronal', 'C0521390')",Neoplastic Astrocyte
"('Active License', 'C3888249')",Melanoma Cell
"('Surface of neuron', 'C2336523')",Neoplastic Skeletal Muscle Cell
"('Macrophage count', 'C1294065')",Abnormal Hematopoietic and Lymphoid Cell
"('Organ', 'C0178784')",Neoplastic Parathyroid Gland Cell
"('Mass, a measure of quantity of matter', 'C1306372')",Neoplastic Squamous Cell
"('Diffuse Large B-Cell Lymphoma, Not Otherwise Specified', 'C2699777')",Neoplastic Centroblast
"('Body tissue', 'C0040300')",Neoplastic Ganglion Cell
"('Multiple Myeloma', 'C0026764')",Abnormal Hematopoietic and Lymphoid Cell
"('Unknown', 'C0439673')",Neoplastic Connective and Soft Tissue Cell
"('Health', 'C0018684')",Malignant Lipocyte
"('Call (Instruction)', 'C1947967')",Neoplastic Oligodendrocyte
"('Genus Homo', 'C1300203')",Neoplastic Leydig Cell
"('cell growth pattern', 'C1623229')",Neoplastic Plasma Cell
"('Complete Blood Count', 'C0009555')",Neoplastic Hematopoietic and Lymphoid Cell
"('Mental Suffering', 'C0683278')",Neoplastic Granulocyte
"('Adenocarcinoma', 'C0001418')",Malignant Hyperchromatic Epithelial Cell
"('Physical Examination', 'C0031809')",Neoplastic Hematopoietic and Lymphoid Cell
"('Physical', 'C0205485')",Neoplastic Hematopoietic and Lymphoid Cell
"('To', 'C1883351')",Malignant Endothelial Cell
"('Body tissue', 'C0040300')",Malignant Myoepithelial Cell
"('Symptoms', 'C1457887')",Malignant Mesothelial Cell
"('Placement action', 'C1533810')",Neoplastic Small Neuroepithelial Cell
"('Malignant Neoplasms', 'C0006826')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('cell growth pattern', 'C1623229')",Neoplastic Germ Cell
"('Reproduction', 'C0035150')",Malignant Goblet-Like Mucous Cell
"('Antigen Presentation', 'C0206431')",Malignant Endothelial Cell
"('peripheral blood', 'C0229664')",Neoplastic Centroblast
"('Event', 'C0441471')",Epithelioid Endothelial Cell
"('To', 'C1883351')",Immature Malignant Mast Cell
"('Operative Surgical Procedures', 'C0543467')",Neoplastic Lipoblast
"('Multiply - dosing instruction fragment', 'C1719797')",Serous Adenocarcinoma Cell
"('Four', 'C0205450')",Neoplastic Squamous Cell
"('Lead', 'C0023175')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Occurrence', 'C2745955')",Neoplastic Multinucleated Giant Cell
"('Decision', 'C0679006')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Front of neck', 'C0446455')",Malignant Thyroid Gland Follicular Cell
"('Progress', 'C1280477')",Neoplastic Squamous Cell
"('Foreskin of penis', 'C0227952')",Neoplastic Schwann Cell
"('Functional', 'C0205245')",Neoplastic Monoblast
"('cell type', 'C0449475')",Neoplastic Promonocyte
"('Positive', 'C1446409')",Malignant Epithelial Cell
"('Endoderm', 'C0014144')",Neoplastic Stellate Cell
"('Large', 'C0549177')",Secretory Adenocarcinoma Cell
"('MATRix Regimen', 'C4553629')",Malignant Osteoblast
"('Oxygen', 'C0030054')",Neoplastic Ependymal Cell
"('ethnic european', 'C0239307')",Melanoma Cell
"('Target Lesion Identification', 'C2986546')",Malignant Endothelial Cell
"('Known', 'C0205309')",Spindle A Melanoma Cell
"('Malignant Cell Count', 'C2698007')",Centrocyte-Like Cell
"('Human body', 'C0242821')",Malignant Lipocyte
"('One', 'C0205447')",Spider Cell
"('Family', 'C0015576')",Malignant Epithelioid Cell
"('Skin Specimen', 'C0444099')",Centrocyte-Like Cell
"('cell type', 'C0449475')",Epithelioid Osteoblast
"('Very', 'C0442824')",Neoplastic Sex Cord-Stromal Cell
"('To', 'C1883351')",Neoplastic Neuroepithelial Cell
"('Experimental Result', 'C2825142')",Malignant Epithelial Spindle Cell
"('Neoplasms', 'C0027651')","Tumor cells, malignant"
"('Tryptophanase', 'C0041260')",Malignant Hyperchromatic Small Epithelial Cell
"('loops', 'C0181687')",Neoplastic Leydig Cell
"('pharmacotherapeutic', 'C0013217')",Plasmablastic Immunoblast
"('Known', 'C0205309')",Neoplastic Monoblast
"('analysis aspect', 'C1524024')",Neoplastic Eosinophilic Precursor
"('CD8 Expressing Cell Count', 'C3538720')",Reactive Lymphocyte
"('Myelin Sheath', 'C0026973')",Neoplastic Oligodendrocyte
"('Leads (device)', 'C0181586')",Foam Cells
"('Body tissue', 'C0040300')",Neoplastic Acinar Cell
"('Harbor', 'C0475311')",Malignant Myoepithelial Cell
"('Function (attribute)', 'C0542341')",Neoplastic Neuroepithelial Cell
"('Place - dosing instruction imperative', 'C1704765')",Spider Cell
"('To', 'C1883351')",Neoplastic Promonocyte
"('survival aspects', 'C0220921')",Malignant Epithelial Small Cell
"('Diversity', 'C1880371')",Spider Cell
"('Supply (process)', 'C1561604')",Neoplastic Small Neuroepithelial Cell
"('Cells', 'C0007634')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Experimental Result', 'C2825142')",Neoplastic Myeloid Cell
"('Target', 'C1521840')",Malignant Small Hyperchromatic Cell
"('Magnoliopsida', 'C0330209')",Malignant Primitive Germ Cell
"('Hypersensitivity', 'C0020517')",Immature Malignant Mast Cell
"('Symptoms', 'C1457887')",Neoplastic Schwann Cell
"('Levels (qualifier value)', 'C0441889')",Malignant Cuboidal Mucous Cell
"('Escherichia coli', 'C0014834')",Hemosiderin-laden macrophage
"('Financial Account', 'C2981730')",Lobular Carcinoma Cell
"('Antigens', 'C0003320')",Malignant Endothelial Cell
"('Tumor cells, uncertain whether benign or malignant', 'C0431085')",Malignant Neuroendocrine Large Cell
"('Cancer Genus', 'C0998265')",Malignant Hyperchromatic Small Epithelial Cell
"('Monocyte count procedure', 'C0200637')",Neoplastic Promonocyte
"('cytokine', 'C0079189')",Atypical Chondrocyte
"('Term Birth', 'C0233324')",Malignant Connective and Soft Tissue Cell
"('Cell body of neuron', 'C0599444')",Neoplastic Granulocyte
"('Endocrine system', 'C0014136')",Neoplastic Parathyroid Gland Cell
"('hold - Data Operation', 'C3853841')",Neoplastic Neuroepithelial Cell
"('Egg Food Product', 'C0013710')",Malignant Primitive Germ Cell
"('subapical complex location', 'C1325744')",Neoplastic Ganglion Cell
"('Bone part', 'C1268093')",Malignant Osteoblast
"('Cancer Genus', 'C0998265')",Neoplastic Plasma Cell
"('Secreted', 'C4554416')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Recombinant Cytokines', 'C1524094')",Atypical Chondrocyte
"('Source of radiation (attribute)', 'C0449418')",Spindle B Melanoma Cell
"('Name (property) (qualifier value)', 'C4522128')",Malignant Rhabdomyoblast
"('Neoplasms', 'C0027651')",Abnormal Hematopoietic and Lymphoid Cell
"('Blast (physical force)', 'C0337026')",Neoplastic Promonocyte
"('Melanocytic nevus of skin', 'C3665593')",Spindle B Melanoma Cell
"('Response (statement)', 'C1706817')",Malignant Smooth Muscle Cell
"('Intestines', 'C0021853')",Malignant Endocrine Cell
"('Milliampere second', 'C3539882')",Neoplastic Squamous Cell
"('Messenger (Occupation)', 'C0335218')",Neoplastic Parathyroid Gland Cell
"('US State', 'C3148680')",Neoplastic Granulocyte
"('NFIC wt Allele', 'C1705036')",Neoplastic Perineurial-Like Cell
"('Possessed', 'C0850310')",Neoplastic Myeloid Cell
"('Administration procedure', 'C1533734')",Malignant Cutaneous Basal Cell
"('Characteristics', 'C1521970')",Malignant Epithelioid Cell
"('Qualitative form', 'C0348078')",Neoplastic Cuboidal Cell
"('Surrounding (qualifier value)', 'C1282914')",Neoplastic Transitional Cell
"('Less often', 'C3843156')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Route of Administration - Mucous Membrane', 'C1549524')",Neoplastic Spindle-Shaped Myofibroblast
"('granulocyte', 'C0018183')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Presentation', 'C0449450')",Neoplastic Centroblast
"('Clinical', 'C0205210')",Neoplastic Centroblast
"('Very Much', 'C2984081')",Neoplastic Granulosa Cell
"('Series - set of composite instances', 'C2348044')",Epithelioid Endothelial Cell
"('Has focus', 'C1285542')",Neoplastic Muscle Cell
"('Case unit dose', 'C1533148')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Pathologic calcification, calcified structure', 'C2242558')",Atypical Chondrocyte
"('Manufactured form', 'C0376315')",Neoplastic Astrocyte
"('Aggressive reaction', 'C1457883')",Epithelioid Endothelial Cell
"('Feedback - system communication', 'C0015744')",Malignant Hyperchromatic Small Epithelial Cell
"('Dependent for bathing', 'C0429986')",Malignant Hyperchromatic Small Epithelial Cell
"('Overall Survival', 'C4086681')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Alpha', 'C2003941')",Neoplastic Stellate Cell
"('Most', 'C0205393')",Neoplastic Lipocyte
"('Science of Etiology', 'C1524003')",Malignant Hyperchromatic Epithelial Cell
"('ResponseLevel - modification', 'C1554963')",Neoplastic Melanocyte
"('Monocytoid cell', 'C0333827')",Osteoclast-Like Giant Cell
"('Glia <plant>', 'C1087003')",Neoplastic Neuroendocrine Cell
"('Tumor Mass', 'C3273930')",Neoplastic Lipoblast
"('Death Related to Adverse Event', 'C1705232')",Neoplastic Myeloid Blast
"('Myelodysplastic Syndrome, CTCAE', 'C4552879')",Neoplastic Promonocyte
"('Cell Count', 'C0007584')",Melanoma Cell
"('Senility', 'C0231337')",Plasmablastic Immunoblast
"('Occur (action)', 'C1709305')",Malignant Transitional Cell
"('Part', 'C0449719')",Plasmablastic Immunoblast
"('Hemorrhage', 'C0019080')",Spindle B Melanoma Cell
"('Including (qualifier)', 'C0332257')",Neoplastic Myeloid Blast
"('To', 'C1883351')",Abnormal Hematopoietic and Lymphoid Cell
"('Continuance of life', 'C0038952')",Melanoma Cell
"('Rare', 'C0522498')",Neoplastic Granulosa Cell
"('Regulation', 'C0851285')",Neoplastic Melanocyte
"('Cessation of life', 'C0011065')",Neoplastic Myeloid Blast
"('Basis - conceptual entity', 'C1527178')",Malignant Skeletal Muscle Cell
"('Whole', 'C0444667')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Morphology, Attenuation, Size, and Structure Criteria', 'C4283905')",Giant Cells
"('Release - action (qualifier value)', 'C1283071')",Neoplastic Melanocyte
"('Coating (film)', 'C1522408')",Neoplastic Smooth Muscle Cell
"('Health', 'C0018684')",Malignant Adrenal Cortical Cell
"('Growth pattern', 'C1156245')",Neoplastic Germ Cell
"('Subject Risk', 'C4552904')",Malignant Mesothelial Cell
"('Interested', 'C0543488')",Neoplastic Endothelial Cell
"('Characteristics', 'C1521970')",Malignant Neuroendocrine Large Cell
"('Term Birth', 'C0233324')",Plasmablastic Immunoblast
"('Tissue Specimen Code', 'C1547928')",Neoplastic Muscle Cell
"('<50', 'C3843766')",Malignant Skeletal Muscle Cell
"('What subject filter - Result', 'C1546471')",Reactive Lymphocyte
"('Fever, CTCAE', 'C4552740')",Hodgkin Cell
"('Neuroprotection', 'C0598958')",Neoplastic Ependymal Cell
"('Moved to', 'C1299988')",Centrocyte-Like Cell
"('Manufactured form', 'C0376315')",Neoplastic Oligodendrocyte
"('Comparison', 'C1707455')",Malignant Epithelial Small Cell
"('Togo', 'C0040363')",Neoplastic Lipoblast
"('Presence of cells', 'C0427850')",Neoplastic Multinucleated Giant Cell
"('Response process', 'C0871261')",Giant Cells
"('Carcinoma, Small Cell', 'C0262584')",Malignant Epithelial Large Cell
"('Scientific Publication', 'C1704324')",Neoplastic Small Sex Cord-Stromal Cell
"('Astrocytes', 'C0004112')",Neoplastic Neuroepithelial Cell
"('Expanding', 'C0205229')",Neoplastic Myeloid Cell
"('utilization qualifier', 'C0042153')",Leukemic Cell
"('Age', 'C0001779')",Malignant Epithelial Small Cell
"('Biologic Development', 'C0678723')",Malignant Osteoblast
"('epithelial', 'C0221908')",Malignant Epithelial Cell
"('animal allergen extracts', 'C3540698')",Malignant Primitive Germ Cell
"('Effect, Appearance', 'C2348382')",Neoplastic Ependymal Cell
"('Diffuse', 'C0205219')",Centrocyte-Like Cell
"('Occurrence', 'C2745955')",Neoplastic Osteoblast
"('Central neuron', 'C0682701')",Neoplastic Neuroepithelial Cell
"('Body tissue', 'C0040300')",Malignant Mesothelial Cell
"('NCI CTEP SDC Melanoma Sub-Category Terminology', 'C3539018')",Spindle B Melanoma Cell
"('Display - arrangement', 'C0870432')",Malignant Endothelial Cell
"('Negation', 'C1518422')",Malignant Connective and Soft Tissue Cell
"('To', 'C1883351')",Malignant Eccrine Cell
"('Squamous cell carcinoma - category', 'C1302853')",Neoplastic Lipoblast
"('Secretory Vesicles', 'C0886515')",Malignant Neuroendocrine Large Cell
"('Colorectal Cancer', 'C1527249')",Neoplastic Eosinophilic Precursor
"('90%', 'C3842582')",Neoplastic Schwann Cell
"('Tryptophanase', 'C0041260')",Neoplastic Stellate Cell
"('Shapes', 'C0332479')",Malignant Small Hyperchromatic Cell
"('cell type', 'C0449475')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Characteristics', 'C1521970')",Adenocarcinoma Cell
"('True primary (qualifier value)', 'C0439612')",Eccrine Adenocarcinoma Cell
"('Term (temporal)', 'C1515273')",Neoplastic Histiocytic and Dendritic Cell
"('Primary malignant neoplasm', 'C1306459')",Neoplastic Cuboidal Cell
"('Sufficiently defined concept definition status (core metadata concept)', 'C3539106')",Neoplastic Eccrine Cell
"('One', 'C0205447')",Neoplastic Neuroepithelial Cell
"('Beds', 'C0004916')",Malignant Cutaneous Basal Cell
"('Study', 'C2603343')",Neoplastic Astrocyte
"('Often - answer to question', 'C4050225')",Malignant Neuroendocrine Small Cell
"('Subtype (attribute)', 'C0449560')",Neoplastic Hematopoietic and Lymphoid Cell
"('Procedure (set of actions)', 'C2700391')",Malignant Mesothelial Cell
"('Malignant tumor, giant cell type', 'C0334229')",Neoplastic Osteoblast
"('Chemotherapy', 'C3665472')",Melanoma Cell
"('Precursor', 'C1709634')",Atypical Chondrocyte
"('Cell Device', 'C1704653')",Malignant Endothelial Cell
"('Vacuole', 'C0042219')",Signet Ring Adenocarcinoma Cell
"('Thyrotropin-Releasing Hormone, human', 'C4521441')",Neoplastic Melanocyte
"('therapeutic aspects', 'C0039798')",Neoplastic Myeloid Blast
"('Primary malignant neoplasm', 'C1306459')",Neoplastic Fibroblast
"('Malignant Neoplasms', 'C0006826')",Malignant Epithelioid Cell
"('morphological', 'C0543482')",Neoplastic Small Sex Cord-Stromal Cell
