CUI1,CUI2,Prediction
Type - attribute,Metastatic Ductal Breast Carcinoma,1
Diagnosis,Refractory Barrett Esophagus,1
Including (qualifier),Extra-Adrenal Paraganglioma,1
Fever symptoms (finding),Hodgkin lymphoma,1
Diagnosis Study,Cancer of Urinary Tract,1
Characteristics,Stage I Gastric Neuroendocrine Tumor AJCC v8,1
Formation,Adult Fibrolamellar Carcinoma,1
Metastasis,adenosquamous carcinoma of breast,1
Trial Screening,Human Papillomavirus-Related Carcinoma,1
Infected,Human Papillomavirus-Related Carcinoma,1
High Mitosis-Karyorrhexis Index,Acantholytic squamous cell carcinoma,1
Abnormal Reference Range,Endometrial Small Cell Carcinoma,1
Diagnosis,Recurrent Uveal Melanoma,1
Frequently,Endometrial Small Cell Carcinoma,1
Uveal melanoma,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Have Weight Loss,Stage I Adult Non-Hodgkin Lymphoma,1
Thrombocythemia,Giant cell angiofibroma,1
High Mitosis-Karyorrhexis Index,Mucinous adenocarcinoma gastric,1
Medical Device Emits Smoke,Bladder squamous cell carcinoma stage I,1
Intact,Spermatocytic seminoma,1
Dyspnea,Diffuse malignant mesothelioma,1
Red Blood Cell Count measurement,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Pelvic Pain,Undifferentiated Endocervical Sarcoma,1
Life Threatening,Breast Ductal Adenoma,1
Reported Term,Recurrent Testicular Lymphoma,1
Large,Digestive System Hodgkin Lymphoma,1
Diagnosis,Malignant melanoma of eyelid,1
Entity Determiner - specific,Leptomeningeal sarcoma,1
LYMPHOID Cancers,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Immature,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Paraneoplastic Syndromes,Leiomyoma of Gallbladder,1
Approximate,Diffuse malignant mesothelioma,1
Approximate,Unfavorable Non-Hodgkin Lymphoma,1
Function (attribute),Digestive System Hodgkin Lymphoma,1
Detached,Diffuse malignant mesothelioma,1
Basis - conceptual entity,Advanced Uterine Corpus Carcinosarcoma,1
Complicated,Cancer of Urinary Tract,1
Primary operation,Sarcomatoid Renal Cell Carcinoma,1
Symptoms,Stage IB Lung Cancer AJCC v7,1
flower allergenic extracts,Extracranial Neuroblastoma,1
10%,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Chemotherapy Regimen,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
How Much Distress Weight Loss,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
One,Localized Askin Tumor,1
Cell Proliferation,Atypical Lobular Breast Hyperplasia,1
International Aspects,Thymic Clear Cell Carcinoma,1
Removal of bladder,Bladder squamous cell carcinoma stage I,1
radiotherapeutic,Tonsillar Carcinoma,1
Benign condition,Recurrent Testicular Lymphoma,1
Diagnosis of exclusion,Metastatic Ductal Breast Carcinoma,1
Microcyst,Serous cystadenocarcinoma ovary,1
Chemotherapy,Metastatic Carcinoma in the Lung,1
One,Atypical Lobular Breast Hyperplasia,1
Prognostic Factors,Female Breast Carcinoma,1
Including (qualifier),Undifferentiated Endocervical Sarcoma,1
Coloring Excipient,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Introduces,Extracranial Neuroblastoma,1
Childhood Lymphoma,Stage I Adult Non-Hodgkin Lymphoma,1
Cancer Genus,papillary carcinoma of penis,1
Carcinoma,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Skin,Human Papillomavirus-Related Carcinoma,1
Neuroendocrine Tumors,Extra-Adrenal Paraganglioma,1
Mother (person),Human Papillomavirus-Related Carcinoma,1
Effectiveness,Female Breast Carcinoma,1
Pallor,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Complication Aspects,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Probability,Recurrent Uveal Melanoma,1
Low Mitosis-Karyorrhexis Index,Human Papillomavirus-Related Carcinoma,1
Age,Human Papillomavirus-Related Carcinoma,1
lobe,Thymic Clear Cell Carcinoma,1
Disease,Advanced Uterine Corpus Carcinosarcoma,1
Acquired phimosis,Stage II Carcinoma of Penis,1
Clinical Trials,Female Breast Carcinoma,1
activate biological process,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Chemotherapy,Mucinous adenocarcinoma gastric,1
Headache,Choroid Necrotic Melanoma,1
Cover - action,Blepharal carcinoma,1
Serving,Breast Ductal Adenoma,1
treatment - ActInformationManagementReason,Adult Hepatocellular Carcinoma,1
Concept Attribute,Refractory Barrett Esophagus,1
Generations,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Including (qualifier),Malignant Testicular Sertoli Cell Tumor,1
Sometimes,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
MOSTLY,Recurrent Uveal Melanoma,1
Base - General Qualifier,Localized Askin Tumor,1
Proliferation (morphologic abnormality),Heavy Chain Deposition Disease,1
Sunlight,Acantholytic squamous cell carcinoma,1
Reparative closure,Refractory Barrett Esophagus,1
Cell Count,Pancreatic Intraepithelial Neoplasia-3,1
PSA Level Less than Two,FIGO Stage II Ovarian Cancer,1
Biogenic Amines,Colorectal Neuroendocrine Tumor G2,1
Fever,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Malignant - descriptor,Recurrent Diffuse Intrinsic Pontine Glioma,1
Primary malignant neoplasm,Acute lymphadenitis,1
Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Assisted (qualifier value),Thymic Clear Cell Carcinoma,1
Obstruction,Unresectable Rhabdomyosarcoma,1
Known,Metastatic Ductal Breast Carcinoma,1
High Level,Diffuse malignant mesothelioma,1
Common (qualifier value),Acantholytic squamous cell carcinoma,1
Survival Rate,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Traumatic injury,Giant cell angiofibroma,1
Removed,Human Papillomavirus-Related Carcinoma,1
Disease,Carcinoma of urinary bladder,1
Americas Ethnicity,Unresectable Rhabdomyosarcoma,1
Cure (remedy),Metastatic Carcinoma in the Lung,1
Non-Secretory Plasma Cell Myeloma,Heavy Chain Deposition Disease,1
Arising in,Adult Alveolar Soft Part Sarcoma,1
Skin lesion,Malignant melanoma of eyelid,1
Present,Thymic Clear Cell Carcinoma,1
Effective,Female Breast Carcinoma,1
Infrequent,Childhood Thyroid Gland Follicular Carcinoma,1
Tumor Mass,Noninfiltrating Intraductal Carcinoma,1
Common Specifications in HL7 V3 Publishing,Colorectal Neuroendocrine Tumor G2,1
Antimicrobial Susceptibility Result,Mastocytosis,1
Condylomata Acuminata,Maxillary Sinus Adenocarcinoma,1
Original Regulatory Submission,Ampulla of Vater Tubular Adenoma,1
Perianal Squamous Intraepithelial Neoplasia,Acantholytic squamous cell carcinoma,1
Cells,squamous cell carcinoma of the thyroid gland,1
Involvement with,Recurrent Testicular Lymphoma,1
Involvement with,mucinous adenocarcinoma of gallbladder,1
Symptoms,Localized Askin Tumor,1
Greater Than,Malignant Testicular Sertoli Cell Tumor,1
Radiation,Primary Cutaneous Plasmablastic Lymphoma,1
Direct Extension,Testicular cancer metastatic,1
unknown vaccine or immune globulin,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Total thymectomy,Thymic Clear Cell Carcinoma,1
Exposure to,Tonsillar Carcinoma,1
Formation,squamous cell carcinoma of the thyroid gland,1
Papanicolaou Test,Undifferentiated Endocervical Sarcoma,1
Solid Dose Form,Pilocytic astrocytoma of cerebellum,1
Adolescent (age group),Localized Askin Tumor,1
Microplate Well,Pilocytic astrocytoma of cerebellum,1
pharmacotherapeutic,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
History,Malignant melanoma of eyelid,1
Detection,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Large,Recurrent Uveal Melanoma,1
Term (lexical),Digestive System Hodgkin Lymphoma,1
CSNK1D wt Allele,Adult Alveolar Soft Part Sarcoma,1
Fasting,Recurrent Uveal Melanoma,1
High,Malignant Testicular Sertoli Cell Tumor,1
Involvement with,Carcinoma of urinary bladder,1
Affecting,Bladder squamous cell carcinoma stage I,1
Absent,Breast Ductal Adenoma,1
Malignant Neoplasms,Recurrent Testicular Lymphoma,1
Science of Etiology,Mastocytosis,1
Primary malignant neoplasm,Unresectable Rhabdomyosarcoma,1
Early,Mucinous adenocarcinoma gastric,1
Hemorrhage,Liver Cavernous Hemangioma,1
Malignant Neoplasms,Extra-Adrenal Paraganglioma,1
Histologic,Giant cell angiofibroma,1
Neoplasm Metastasis,gliosarcoma,1
seen,Angiosarcoma of liver,1
Lymphadenopathy,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
newly,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
*Type - Kind of quantity,Undifferentiated Endocervical Sarcoma,1
VARIOUS DRUG CLASSES IN ATC,Benign Carotid Body Paraganglioma,1
Common (qualifier value),Diffuse malignant mesothelioma,1
Percent normal,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Malignant neoplasm of skin,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Presacral,benign mature teratoma of pancreas,1
Function (attribute),Thymic Clear Cell Carcinoma,1
Overall Survival,Recurrent Testicular Lymphoma,1
Childhood Diffuse Large B-Cell Lymphoma,Recurrent Testicular Lymphoma,1
Genus Labia,Maxillary Sinus Adenocarcinoma,1
migrated,Adult Alveolar Soft Part Sarcoma,1
Asymptomatic Diseases,Recurrent Testicular Lymphoma,1
mesenchymal,Adult Alveolar Soft Part Sarcoma,1
Malignant neoplasm of stomach,Mucinous adenocarcinoma gastric,1
Percent normal,Endometrial Small Cell Carcinoma,1
Presence (property),Atypical Lobular Breast Hyperplasia,1
Human Cells,Mucinous adenocarcinoma gastric,1
subapical complex location,Diffuse malignant mesothelioma,1
CD69 wt Allele,Ichthyosis,1
Unit of Measure,Childhood Thyroid Gland Follicular Carcinoma,1
Symptoms,Stage I Adult Non-Hodgkin Lymphoma,1
Pallor,Acute Undifferentiated Leukemia,1
Malignant Cell Count,Heavy Chain Deposition Disease,1
Operative Surgical Procedures,Refractory Barrett Esophagus,1
Over (spatial),Heavy Chain Deposition Disease,1
Life Threatening or Disabling Adverse Event,Female Breast Carcinoma,1
Lymphoma,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Carcinoma,Intestinal Metaplasia of Bladder Urothelium,1
Able to Concentrate Question,Digestive System Hodgkin Lymphoma,1
size,Thymic Clear Cell Carcinoma,1
Reduced,FIGO Stage II Ovarian Cancer,1
Mass of body region,benign mature teratoma of pancreas,1
Subject Risk,Recurrent Uveal Melanoma,1
Complete Trisomy 21 Syndrome,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Contact with,Human Papillomavirus-Related Carcinoma,1
Breast Carcinoma,Testicular cancer metastatic,1
Cessation of life,Undifferentiated Endocervical Sarcoma,1
Biomaterial Treatment,Primary Cutaneous Plasmablastic Lymphoma,1
High,Malignant melanoma of eyelid,1
Weight decreased,Mucinous adenocarcinoma gastric,1
Short Value,Extracranial Neuroblastoma,1
Symptoms,Tonsillar Carcinoma,1
Infection caused by Helicobacter pylori,Mucinous adenocarcinoma gastric,1
Symptoms aspect,Bladder squamous cell carcinoma stage I,1
Have Shortness of Breath question,Diffuse malignant mesothelioma,1
Rare,gliosarcoma,1
Extension,Intracortical osteosarcoma,1
Diagnosis,Recurrent Testicular Lymphoma,1
Primary malignant neoplasm,Endometrial Small Cell Carcinoma,1
Definitely Related to Intervention,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Old,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Immature,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Prophylactic treatment,Diffuse malignant mesothelioma,1
Obesity,Endometrial Small Cell Carcinoma,1
Bone pain,Acute Undifferentiated Leukemia,1
Deoxyribonucleic Acid Measurement,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Death Related to Adverse Event,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Colon <insect>,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Reciprocal translocation,Localized Askin Tumor,1
Diagnosis,Intestinal Metaplasia of Bladder Urothelium,1
Carrying,Angiosarcoma of liver,1
How Often Weight Loss,Diffuse malignant mesothelioma,1
Incidence,Extra-Adrenal Paraganglioma,1
Primary malignant neoplasm,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Response to treatment,squamous cell carcinoma of the thyroid gland,1
Affecting,Refractory Barrett Esophagus,1
Carcinoma,gliosarcoma,1
High Mitosis-Karyorrhexis Index,Tonsillar Carcinoma,1
include - SetOperator,Malignant Testicular Sertoli Cell Tumor,1
Loss of appetite (finding),FIGO Stage II Ovarian Cancer,1
Similarity,Maxillary Sinus Adenocarcinoma,1
Concept History,Recurrent Uveal Melanoma,1
Associated with,Colorectal cancer,1
Associated with,BRCA2 Syndrome,1
Progress,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Manufactured form,squamous cell carcinoma of the thyroid gland,1
Characterization,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Primary malignant neoplasm,Leiomyoma of Gallbladder,1
Derivation,Airway Hemangioma,1
IPSS Risk Category High,Malignant melanoma of eyelid,1
Affecting,Localized Askin Tumor,1
Infrequent,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Metastatic to,Granular Cell Leiomyosarcoma,1
International Statistical Classification of Diseases and Related Health Problems,Noninfiltrating Intraductal Carcinoma,1
Status post,Uterine Cancer,1
Lymphoid neoplasm,Recurrent Testicular Lymphoma,1
Bathing,Digestive System Hodgkin Lymphoma,1
Case (situation),Malignant Testicular Sertoli Cell Tumor,1
Exposure to radiation,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Adenolymphoma,Papillary cystic tumor,1
Table Cell Horizontal Align - left,mucinous adenocarcinoma of gallbladder,1
Rapid,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Blood Circulation,Digestive System Hodgkin Lymphoma,1
Primary malignant neoplasm,adenoid cystic carcinoma of lung,1
Adenocarcinoma,Stage II Fallopian Tube Cancer,1
Biomaterial Treatment,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Base - General Qualifier,de novo Myelodysplastic Syndrome,1
allowing,Human Papillomavirus-Related Carcinoma,1
Including (qualifier),Granular Cell Leiomyosarcoma,1
Stage,Spermatocytic seminoma,1
Use of,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Distention of blood vessel,Liver Cavernous Hemangioma,1
defective,Mastocytosis,1
Abnormal,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Low Grade,mucinous adenocarcinoma of gallbladder,1
Present,Familial Hemophagocytic Lymphocytosis,1
anatomical layer,Adult Alveolar Soft Part Sarcoma,1
Primary,Digestive System Hodgkin Lymphoma,1
Ectodermal,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Massive,Unresectable Rhabdomyosarcoma,1
Age at diagnosis,Acantholytic squamous cell carcinoma,1
Fragment of (qualifier value),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Pallor of skin,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Act Relationship Subset - previous,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
cell transformation,Recurrent Testicular Lymphoma,1
Etiology aspects,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Involvement with,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
*Type - Kind of quantity,Recurrent Uveal Melanoma,1
Cancer Genus,Spermatocytic seminoma,1
Cell Differentiation process,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Including (qualifier),Choroid Necrotic Melanoma,1
Online Mendelian Inheritance In Man,benign mature teratoma of pancreas,1
Cessation of life,Acute Undifferentiated Leukemia,1
PREVENT (product),Human Papillomavirus-Related Carcinoma,1
Drop measurement,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Generation (action),Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
75,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Scientific Publication,Noninfiltrating Intraductal Carcinoma,1
Negation,Endometrial Small Cell Carcinoma,1
Observation of color of skin,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
High risk of,Acantholytic squamous cell carcinoma,1
Platelets Product,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Neuroendocrine Tumors,Stage IB Pancreatic Cancer AJCC v8,1
Positioning Attribute,BRCA2 Syndrome,1
Fatigue,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Feature,Intestinal Neuroendocrine Carcinoma,1
Entity Determiner - specific,Metastatic Ductal Breast Carcinoma,1
Adverse effects,Breast Ductal Adenoma,1
Known,Diffuse malignant mesothelioma,1
High risk of,FIGO Stage II Ovarian Cancer,1
Age of Onset,gliosarcoma,1
Active,Thymic Clear Cell Carcinoma,1
Skin tanning,Malignant melanoma of eyelid,1
Age,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Skin Pigmentation,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Adenocarcinoma,Pancreatic Intraepithelial Neoplasia-3,1
Fraction of,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Onset of (contextual qualifier),Malignant Testicular Sertoli Cell Tumor,1
Type - attribute,Metastatic Carcinoma in the Lung,1
Neurofibromatosis 1,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Manufactured form,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Approximate,Spermatocytic seminoma,1
Low Mitosis-Karyorrhexis Index,Clonal Hematopoiesis of Indeterminate Potential,1
Dysuria,Bladder squamous cell carcinoma stage I,1
Usually Need Help from Another Person for Arising,Thymic Clear Cell Carcinoma,1
+2,Localized Askin Tumor,1
How Often Shortness of Breath,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Subcutaneous Tissue,Spongiotic dermatitis,1
Percent (qualifier value),Refractory Glioma,1
Screening,Undifferentiated Endocervical Sarcoma,1
Type A,Localized Askin Tumor,1
Group A (qualifier value),Intestinal Neuroendocrine Carcinoma,1
Treatment Epoch,Human Papillomavirus-Related Carcinoma,1
How Much Distress Shortness of Breath,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Possible,Lung squamous cell carcinoma stage I,1
Continuance of life,adenoid cystic carcinoma of lung,1
Orthologous Gene,BRCA2 Syndrome,1
Symptoms aspect,Methotrexate-Associated Hodgkin Lymphoma,1
Tumor Mass,Anterior Urethral Malignant Neoplasm,1
Cessation of life,Diffuse malignant mesothelioma,1
Chest Pain,Stage IB Lung Cancer AJCC v7,1
Primary,Malignant melanoma of eyelid,1
Negation,Recurrent Uveal Melanoma,1
Transurethral Resection,Bladder squamous cell carcinoma stage I,1
Affecting,Acute Undifferentiated Leukemia,1
Deep Resection Margin,Adult Alveolar Soft Part Sarcoma,1
UV Radiation,Acantholytic squamous cell carcinoma,1
Risk,Recurrent Uveal Melanoma,1
2+ Score,FIGO Stage II Ovarian Cancer,1
Childhood Lymphoma,Recurrent Testicular Lymphoma,1
Usual Severity Shortness of Breath,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
65+,Carcinoma of urinary bladder,1
Known,Choroid Necrotic Melanoma,1
Known,Unfavorable Non-Hodgkin Lymphoma,1
Painless,Maxillary Sinus Adenocarcinoma,1
Cancer Genus,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
